Primary_Key,Location,Company,Salary,Ratings,Remote_work,Date_posted
f803d700fac79224,"Dallas, TX 75244",Proliant,None,3.4,None,Today
6a3ba3421b71413c,"Allen, TX 75002",Avalon Memory Care,None,2.4,None,Today
e805339117742ed6,"Dallas, TX|(Winnetka Heights area)",WALGREENS,None,3.6,None,Today
3d50d75f979632cf,"Dallas, TX 75231|(Lake Highlands area)",Burnetts Staffing Inc,$21 - $24 an hour,3.9,None,Today
d4ea4f3eae956c54,"Arlington, TX 76015|(East area)",Burnetts Staffing Inc,$13 - $14 an hour,3.9,None,Today
1a009345eab344e7,"Farmers Branch, TX 75234",Advance Auto Parts,None,3.5,None,Today
7cdf106a181fffb2,"Grapevine, TX 76051",Healthcare Services Group,$9.00 - $9.50 an hour,2.5,None,Today
d838d2d532cad8c8,"Dallas, TX|(Cedar Crest area)",WALGREENS,None,3.6,None,Today
d1cba294d8160ca8,"Plano, TX",Burnetts Staffing Inc,"$55,000 - $65,000 a year",3.9,None,Today
99c0c466f5fe2db1,"Dallas, TX 75231|(Lake Highlands area)",Burnetts Staffing Inc,$12 - $14 an hour,3.9,None,Today
9d6658e4cc2e3f3d,"Euless, TX 76039",Carroll Management Group,None,3.1,None,Today
29c63d7c3486b857,"Plano, TX 75023",loanDepot,None,3.2,None,Today
8ca0056c57b353b2,"Dallas, TX 75241|(South Dallas area)",Odin Properties,None,2.5,None,Today
a04a37f0d2c0800b,"Irving, TX 75062|(Las Colinas Urban Center area)",Burnetts Staffing Inc,$13 - $16 an hour,3.9,None,Today
ac486e7ad9f37ff7,"Dallas, TX 75226|(Northeast Dallas area)",TargetCW,None,4.1,None,Today
45eb2170720b05fa,"Plano, TX 75023",loanDepot,None,3.2,None,Today
7a88c0bc4f83ac74,"Plano, TX 75023",loanDepot,None,3.2,None,Today
ef4699f687972147,"Dallas, TX 75201",loanDepot,None,3.2,None,Today
c561cc1621530e97,"Dallas, TX 75241|(South Dallas area)",Odin Properties,None,2.5,None,Today
fc9e4a368d874b8c,"Plano, TX 75023",loanDepot,None,3.2,None,Today
3b86237e3bc0a74e,"Dallas, TX 75211|(Winnetka Heights area)",FedEx Ground PH US,None,3.5,None,Today
96db7a57a0bd4536,"Dallas County, TX","Dallas County, TX",$14.93 an hour,3.8,None,Today
c296273490694ba2,"Dallas County, TX","Dallas County, TX",$14.93 an hour,3.8,None,Today
d182c8727b7a2ea2,"Mansfield, TX 76063",Walnut Creek Country Club,None,3.5,None,Today
7af4fb1aa23b2879,"Irving, TX",Frito-Lay North America,$16.92 an hour,3.4,None,Today
bca5299735a4535d,"Dallas County, TX","Dallas County, TX",$14.93 an hour,3.8,None,Today
86fb4446a1613777,"Addison, TX 75001",CARSANDPICKUPS.COM,"$50,000 - $75,000 a year",None,None,Today
69628b457adbbb21,"Dallas, TX 75230|(North Dallas area)",Cooper Aerobics Enterprises Inc,None,None,None,Today
547a1460f91f8fe3,"Dallas, TX 75201|(Main Street District area)",Access Physicians,"$40,000 - $50,000 a year",3.3,None,Today
bfcb3faf846a8436,"Dallas, TX",Dallas Independent School District,"From $20,410 a year",3.7,None,Today
7db7b262c1aa9d20,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
d54088dbde0508e7,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
f5168805ae165076,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
a30352766fa53faa,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
f3dfd781509805aa,"Frisco, TX 75034",EyeQ Vision,$16 - $19 an hour,None,None,Today
98d59bd92a03be36,"Dallas, TX",DHL,None,3.7,None,Today
18e39e70cee945fd,"Dallas, TX",Nestlé Waters,None,3.4,None,Today
a6aa645ee3380379,"Mesquite, TX 75150",Sprouts Farmers Market,None,3.1,None,Today
13136f2f2fb01213,"Dallas, TX",KORNFERRY,None,3.6,None,Today
705117d216a5190b,"Dallas, TX 75209|(Oak Lawn area)",Audi Dallas,None,4.2,None,Today
0a5cb317e4015baa,"Rockwall, TX 75032",GMR,None,4.0,Remote work available,Today
c7429d31a97bbfcc,"Plano, TX","The TJX Companies, Inc.",None,3.7,None,Today
5c07fa7aa6c65db9,"Dallas, TX",KORNFERRY,None,3.6,None,Today
85de5af0527e0d80,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
aeed12f770654a27,"Allen, TX 75013",Experian,$15 an hour,3.7,Remote work available,Today
a43f7c61333ec247,"Dallas, TX","Goldfish Code, Inc","$60,000 - $80,000 a year",None,Remote work available,Today
3eed4eb618f42227,"Dallas, TX 75227|(Southeast Dallas area)",Brentwood Place,None,None,None,Today
cfe2bca79056cddf,"Grand Prairie, TX",US Department of Justice,"$37,635 - $57,712 a year",4.1,None,Today
45b1dfdaa48445a3,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
14d157a7ea1b7aaa,"Rockwall, TX 75087","Rockwall County, Texas",$11.55 an hour,None,None,Today
ba436926bf21e9d3,"Dallas, TX",KORNFERRY,None,3.6,None,Today
095530f771ec3925,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
0b805eb148dea809,"Dallas, TX 75248|(Far North area)",Prestonwood The Clubs of,None,3.5,None,Today
e319fae86f7d4fdf,"Dallas, TX",Bunzl,None,3.1,None,Today
50c4ac3485625ab4,"Dallas, TX 75208|(Oak Cliff area)",The Salty Donut,None,3.2,None,Today
3743b1fd92535d0d,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
f1cb6a601db0e6a1,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
93dc0aa3405138fc,"Rowlett, TX",D.R. Horton Inc.,None,3.5,None,Today
821d30f117bec95e,"Dallas, TX 75254|(Far North area)",Copart,None,2.7,None,Today
3877823dfec06af0,"Dallas, TX 75243|(Northeast Dallas area)",Brinks Home Security,None,3.4,None,Today
13b833fa75ed98f2,"Dallas, TX 75219|(Oak Lawn area)",ADM Security Solutions,$14 an hour,None,None,Today
c4530c7359a3f907,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
cd8686fc87d01a8f,"Carrollton, TX 75010",Sprouts Farmers Market,None,3.1,None,Today
391160211a2a2641,"Irving, TX 75063|(Freeport/Hackberry area)",Northrop Grumman,None,4.0,None,Today
6e22bcb73965d50d,"Arlington, TX 76001|(Southwest area)",Perimeter Behavioral Hospital of Arlington,None,None,None,Today
f1cac32538878ce5,"Plano, TX",ArcBest,None,3.7,None,Today
7a4eee77a7f127cf,"Dallas, TX","Advatix, Inc.",None,None,None,Today
ba39c5c8bad21cad,"Dallas, TX",EY,None,4.0,None,Today
a3edaff4585925f4,"Grand Prairie, TX 75051",Poly-America,None,3.3,None,Today
87329893e3bd10f4,"Dallas, TX 75240|(Far North area)",Ansira,None,3.3,None,Today
2e7a5c25be545aa6,"Dallas, TX 75215",El Rio Grande Latin Market,None,3.2,None,Today
cd55280fab69e4f1,"Rockwall, TX 75032",LG-OSS,$11.50 - $12.00 an hour,3.2,None,Today
c19b0e47725ae13a,"Hurst, TX 76053",Glory Global LLC,"$2,300 - $2,400 a month",None,None,Today
e0870bcc2ed1bbbf,"Mansfield, TX 76063",HealthCare Associates of Texas,None,3.4,None,Today
b632db49830b6fc9,"Irving, TX 75039|(Las Colinas Urban Center area)",Planet Home Lending,$25 - $30 an hour,3.1,Remote work available,Today
cf633b4574446dd6,"Dallas, TX",YouFit LLC,None,3.4,None,Today
40b8007534448098,"Southlake, TX",Everything Decorated,$15 an hour,None,None,Today
60e9a656bd81771d,"Dallas, TX",AMAROK,None,None,None,Today
245392fb715cc38a,"Dallas, TX 75219|(Oak Lawn area)",ADM Security Solutions,$15 an hour,None,None,Today
11d66cf168a89cc4,"Plano, TX 75025",Coit Hedgcoxe Animal Hospital,$8 - $10 an hour,None,None,Today
6da7ac100d5b2bad,"Irving, TX 75063|(Freeport/Hackberry area)",Hackberry Creek Country Club,None,3.5,None,Today
34bb1d289cafe45c,"Dallas, TX 75006|(Far North area)",Dirt Cheap Store,$9 - $10 an hour,3.4,None,Today
1297b2dcfe28b114,"Arlington, TX",SafeHaven of Tarrant County,None,3.4,None,Today
4559c8be15136640,"Richardson, TX 75080",Sprouts Farmers Market,None,3.1,None,Today
1f710480230994e6,"Dallas, TX",Global Access,"$36,500 - $54,600 a year",3.3,None,Today
626ec072c21db647,"Dallas, TX",NOKIA,None,4.1,None,Today
bcbc33f6cae65129,"Dallas, TX 75243|(Northeast Dallas area)",Refugee Services of Texas,None,3.2,None,Today
aa72aa46311815f7,"Dallas, TX 75208|(Oak Cliff area)",The Island Spot,$10 - $34 an hour,4.0,None,Today
4983f9c85737264c,"Dallas, TX 75219|(Oak Lawn area)",ADM Security Solutions,$15 an hour,None,None,Today
c9bd3d7e49f23d5f,"Allen, TX",Legacy ER & Urgent Care,None,3.8,None,Today
ae817e002875a1e2,"Irving, TX",InterContinental Hotels Group,None,4.1,None,Today
6899aae4f3df133e,"Dallas, TX 75201|(Oak Lawn area)",Goldman Sachs,None,4.0,None,Today
18fc081ddc616545,"Carrollton, TX 75006",Gateway Tire of Texas,$14 an hour,None,None,Today
c130171cf33df579,"Grand Prairie, TX 75051",Poly-America,None,3.3,None,Today
431312db25f36f82,"Dallas, TX 75248|(Far North area)",Prestonwood The Clubs of,None,3.5,None,Today
0593e645d7c385ef,"Dallas, TX 75247|(Northwest Dallas area)",Metrocare Services,None,3.0,None,Today
b47c8c40ed849ce7,"Dallas, TX 75201|(Oak Lawn area)",Goldman Sachs,None,4.0,None,Today
1242c1e49b870552,"Grand Prairie, TX 75052",LoneStar Solutions,None,3.5,None,Today
32359f2adb285127,"Irving, TX 75061",Trailer World,None,3.1,None,Today
9356c5da7fcfc484,"Garland, TX 75044|(Wood Glen area)",Beck N Call Cleaning Services LLC,$400 - $600 a week,None,None,Today
4364efc5f8733bb4,"Plano, TX 75023",Toyota,None,4.0,None,Today
da39cf356b0f932a,"Dallas, TX",KORNFERRY,None,3.6,None,Today
5b1c29b2de13ea5d,"Dallas, TX",Sequel Youth & Family Services,None,3.0,None,Today
a2ec3b35a97fdcce,"Carrollton, TX 75007",Redi Carpet,None,3.2,None,Today
92915f8a8a14e83b,"Irving, TX 75062",Brink's Incorporated,None,3.4,None,Today
87646702317535fb,"Plano, TX 75024",DebtBlue,None,None,None,Today
a4ed00778f0b3f6b,"Dallas, TX 75287|(Far North area)",Kroger Stores,None,3.5,None,Today
818f3a24ec99cd98,"Grand Prairie, TX 75052","7-Eleven, Inc.",None,3.6,None,Today
eb355909017f4172,"Dallas, TX",Dallas Independent School District,"$73,386 a year",3.7,None,Today
358c0beb366ec078,"Dallas, TX 75219|(Oak Lawn area)",Catholic Diocese of Dallas,None,4.7,None,Today
786790189e40dd2e,"Dallas, TX 75201|(Oak Lawn area)",Goldman Sachs,None,4.0,None,Today
4fbdbd619febb0cc,"Dallas, TX",Atria Senior Living,None,3.2,None,Today
08117599ab772457,"Dallas, TX",Arcus Lending Inc,"$60,000 a year",None,Remote work available,Today
e73d1cf33f48aae2,"Dallas, TX 75247|(Northwest Dallas area)",Industrial Supply Distributor,None,None,None,Today
648297f256fde4b5,"Dallas, TX 75218|(Northeast Dallas area)",DUGG BURGER,$7.50 - $11.00 an hour,4.8,None,Today
505f044f6da4e03f,"Grand Prairie, TX 75051",Poly-America,None,3.3,None,Today
c918a1dca6e4e808,"Grand Prairie, TX 75051",TEXAS MILITARY DEPARTMENT,"$4,301 - $5,720 a month",3.8,None,Today
00b592e0787681db,"Mansfield, TX 76063",Spirals Gymnastics,$10 - $12 an hour,None,None,Today
77eac53cf1425f94,"Irving, TX 75062",Brink's Incorporated,None,3.4,None,Today
6dca3a19adeb1b11,"Dallas, TX 75219|(Oak Lawn area)",ADM Security Solutions,$12 an hour,None,None,Today
fc6eed7c4c2ed224,"Irving, TX 75063|(Freeport/Hackberry area)",Hallmark,None,3.8,None,Today
6641a9355f9a8a8a,"Plano, TX 75093",Challenger School Foundation,"$30,000 a year",3.7,None,Today
67fb680ef7b40386,"Lewisville, TX 75067",Northern Tool + Equipment,None,3.6,None,Today
7058847972bb375e,"Irving, TX 75063|(Valley Ranch area)",The Remington at Valley Ranch,None,None,None,Today
57e09e65a824e227,"Bedford, TX 76021",Immunotek,None,2.5,None,Today
6523e5dc5724b2bd,"Dallas, TX 75390|(Near East area)",UT Southwestern,None,3.9,None,Today
526b4246d7f4e5eb,"Dallas, TX",Pricesenz,None,None,Remote work available,Today
b1ef099e36e446ea,"Carrollton, TX 75010","Springstone, Inc.",None,2.7,None,Today
9ca9440419fd02b0,"Mesquite, TX 75150",Sprouts Farmers Market,None,3.1,None,Today
0487313a2f2f7db8,"Plano, TX 75093",Challenger School Foundation,$15 - $20 an hour,3.7,None,Today
4c7235a6d0cb008b,"Dallas, TX 75229|(Preston Hollow area)",YMCA of Metropolitan Dallas,None,4.0,None,Today
cc5a385eee025fe1,"Dallas, TX 75231|(North Dallas area)",Texas Ophthalmic Plastic Surgery,$15 - $18 an hour,None,None,Today
b55c00f68e2d42d1,"Dallas, TX",Prism Health North Texas,None,3.1,None,Today
9c8a911425718693,"Dallas, TX",Performance Foodservice,None,3.1,None,Today
27442d1149838349,"Irving, TX",The Remington,None,3.3,None,Today
0ddd7ce56f92f54c,"Dallas, TX",B. Braun Medical Inc.,None,4.0,Remote work available,Today
a2eb7f01f9eb54c7,"Dallas, TX",Dallas Independent School District,"$33,324 a year",3.7,None,Today
83b048e4972114d6,"Dallas, TX 75220|(Preston Hollow area)",Trailer World,None,3.1,None,Today
34042fecc70a4c88,"Dallas, TX 75390|(Near East area)",UT Southwestern,None,3.9,None,Today
d46fc11c07fa72d2,"Dallas, TX 75248|(Far North area)",Prestonwood The Clubs of,None,3.5,None,Today
6f46d376b7908754,"Dallas, TX",Fort Brewery,None,None,None,Today
62b87420b06f8372,"Carrollton, TX 75007","Harbor Freight Tools USA, Inc.",None,3.3,None,Today
907801fd5b91837c,"Lewisville, TX 75067",Palm Beach Tan Inc.,None,3.4,None,Today
4969c895e5061223,"Colleyville, TX 76034",VSPR,None,None,None,Today
50fbd2312993912f,"Dallas, TX 75248|(Far North area)",Prestonwood The Clubs of,None,3.5,None,Today
5ee96f7c4843aeaa,"Frisco, TX 75034",Celebrity bakery,None,None,None,Today
f572e6d60d625ac4,"Colleyville, TX 76034",VSPR,None,None,None,Today
67d334bbf95020f6,"Dallas, TX 75201|(Arts District area)",The Beck Group,None,4.3,None,Today
0fd326c2b0f84f88,"Irving, TX 75062|(Northwest area)",ABM Aviation - DFW Airport,$10 - $12 an hour,3.3,None,Today
d4962bf0ed5f3e6c,"Dallas, TX 75214|(Northeast Dallas area)",yoga studio,$12 - $14 an hour,None,None,Today
3ac8f921ff7cf3e4,"Euless, TX 76039",Alliance Residential,None,3.3,None,Today
e4e6d86105e72776,"Garland, TX",Senior Helpers East Dallas,$10 - $11 an hour,None,None,Today
2dec580b75b01ebe,"Plano, TX 75023",Liberty Mutual Insurance,"$55,000 - $65,000 a year",3.6,None,Today
91fb44bc23f5a278,"Fort Worth, TX 76155|(Eastside area)",Dean Foods Company,None,3.2,None,Today
2c5bddac7abc1cd5,"Ferris, TX",Waste Management,None,3.4,None,Today
fb534b7fc8369aab,"Arlington, TX",Lionheart Children's Academy,None,3.8,None,Today
2c08a78f226d3b7a,"Richardson, TX 75080",Gracious Health,$11 - $13 an hour,None,None,Today
3683b5a2ee4ddb77,"Allen, TX",PacTel Solutions,$67.50 an hour,None,None,Today
af17e69ec70f4312,"Lewisville, TX 75067",Home Care 4 Seniors,"$35,000 - $40,000 a year",None,None,Today
46a7e2b110532ef4,"Dallas, TX 75204|(M Streets area)",The Gents Place,$12 - $15 an hour,4.3,None,Today
2990b81a02cfb7e7,"Dallas, TX 75244",iidon.net,$18 - $20 an hour,None,None,Today
e0a8fef8e1a8bbc4,"Plano, TX 75023",Aramark,None,3.5,None,Today
e782ae2073c32a8e,"Dallas, TX 75201|(Oak Lawn area)",Goldman Sachs,None,4.0,None,Today
55bcd3f67284b978,"Farmers Branch, TX 75244",Extended Stay America,None,3.2,None,Today
a097e29ef271834f,"Irving, TX 75062|(Northwest area)",ABM Aviation - DFW Airport,$9 - $11 an hour,3.3,None,Today
f0aa0b4d6d12f575,"Dallas, TX",Intelli Smart Homes,"$80,000 - $200,000 a year",None,None,Today
00ee7d964cb3eb2a,"Dallas, TX 75201|(Oak Lawn area)",StackPath,None,4.0,None,Today
491564453ebed97a,"Plano, TX 75093",The Little Gym of Plano,$10.00 - $12.50 an hour,None,None,Today
a498d3155fc36629,"Dallas, TX",MTD Products Inc,None,3.7,None,Today
6750544656f83aa4,"Dallas, TX|(Northeast Dallas area)","Harbor Freight Tools USA, Inc.",None,3.3,None,Today
8a05494f93338db7,"Dallas, TX",Erickson Living,None,3.4,None,Today
d1ed33e2f72ad16e,"Dallas, TX 75201",Camp Gladiator - NTX,None,3.5,None,Today
10792faff5948329,"Richardson, TX 75080",Farmers Insurance,"$30,000 - $80,000 a year",3.6,None,Today
4dbe2a09f3014355,"Dallas, TX",iGreen,"$10,000 - $15,000 a month",None,None,Today
47ce26ad5339f761,"Dallas, TX",UNITED INSURANCE,"$50,000 - $80,000 a year",None,Remote work available,Today
9d9ee82c4bbff98f,"Mansfield, TX",ScanScape,None,3.5,None,Today
2cc5d54afe23fecc,"Arlington, TX 76005|(East area)",Aspen Roofing and Exteriors,"$94,000 - $160,000 a year",3.7,None,Today
da1935178164513c,"Dallas, TX",Proudfoot,None,3.6,None,Today
2dcdeabe8984c01b,"Dallas, TX",Proudfoot,None,3.6,None,Today
08d3f8500420f972,"North Richland Hills, TX",Keurig Dr Pepper,From $17.16 an hour,3.2,None,Today
2cb1cec09293eb0b,"Arlington, TX 76015|(West area)",HSS Inc.,None,3.2,None,Today
7c1bb9b4f2f99e70,"Carrollton, TX 75010","OrthoTexas Physicians and Surgeons, PLLC",None,4.5,None,Today
16b7001dead4dac2,"Lewisville, TX 75067",Chill Bar & Grill,"$1,700 - $2,400 a month",None,None,Today
8562b40171893647,"Dallas, TX 75225|(North Dallas area)",Home Health Companions,$13 - $16 an hour,None,None,Today
47a656ff11b7b5d0,"Richardson, TX",Travelers,None,3.7,None,Today
acd548db76c11ded,"Garland, TX 75040",Dominic Schillace - State Farm Agent,"$30,000 - $55,000 a year",3.8,None,Today
cc6a7b48937db0dc,"Arlington, TX",ZionRock Healthcare Services,$9 an hour,None,None,Today
b51f80f2a19a5a4a,"Plano, TX 75075",Compass Group,None,3.3,None,Today
7dd98b3ea16f55db,"Dallas-Fort Worth, TX",Thryv,$13.50 an hour,3.3,Remote work available,Today
fc49fa5c81c489ca,"Dallas, TX",Atria Senior Living,None,3.2,None,Today
58147b0259f1d6c7,"Plano, TX 75023",Sherwin Williams Paint Company,$10 - $11 an hour,3.9,None,Today
044ef8dacade1c66,"Southlake, TX 76092",J.Crew,None,3.8,None,Today
91935b8271e99e56,"Carrollton, TX 75006",Van Hyundai,"$75,000 - $150,000 a year",2.5,None,Today
a7664a4e28457967,"Dallas, TX",Atria Senior Living,None,3.2,None,Today
1dfc72598413a4b7,"The Colony, TX 75056",Andretti Indoor Karting and Games,None,3.6,None,Today
ac7da8478037d981,"Dallas, TX",RPO International,None,None,None,Today
cfd25b36876eb595,"Grand Prairie, TX 75051",Poly-America,None,3.3,None,Today
eaded9ad7df040a1,"Dallas, TX",Stanley Auto Group,"From $90,000 a year",3.0,None,Today
5b1fb9a54e2a89ff,"Dallas, TX 75243|(Northeast Dallas area)",Plato's Closet PCD,$16 - $18 an hour,None,None,Today
1fc7804dd617fb2e,"Grand Prairie, TX 75050",Mission Linen Supply,None,3.2,None,Today
4e10b7eecf3f8264,"Dallas, TX 75201",Bath Planet,"Up to $1,500 a month",3.5,None,Today
04f6adb05ddb58fa,"Carrollton, TX 75006",HomeTeam Pest Defense,"Up to $55,000 a year",3.4,None,Today
89f4ab86a4c5c64c,"Dallas, TX 75235|(Love Field area)",Compass Group,None,3.3,None,Today
f18bc8e6b5370fbc,"Dallas, TX",Performance Foodservice,None,3.1,None,Today
d151a7e744406fbb,"Arlington, TX",Lionheart Children's Academy,None,3.8,None,Today
985c82a3ba7d1b46,"Plano, TX",Dynata,None,2.9,None,Today
0111f5310b901f11,"Lancaster, TX","Mobis Parts America, LLC",None,2.9,None,Today
03ec42c612b7b648,"Garland, TX 75041|(Orchard Hills area)",On The Border Mexican Grill and Cantina,None,3.7,None,Today
5d26a1d82268771e,"Bedford, TX 76022",Immunotek,None,2.5,None,Today
fbad8eb6a12c6221,"Carrollton, TX 75007","Harbor Freight Tools USA, Inc.",None,3.3,None,Today
e19018096ca318f4,"Arlington, TX 76018|(Southeast area)","Childcare Network, Inc.",None,3.3,None,Today
dcbcdce789424f28,"Dallas, TX",AmCap Mortgage Ltd,"$45,000 - $50,000 a year",3.6,Remote work available,Today
25ebbf17a76f1be0,"Carrollton, TX 75006",Fire & Life Safety America,None,3.2,None,Today
f079e26b9f8473bf,"Dallas, TX 75248|(Far North area)",The Joint Chiropractic,None,3.1,None,Today
1948e0f6b712013a,"Irving, TX 75038|(Cottonwood area)",Christus Health,None,3.8,None,Today
0d4cf88f7d23327c,"Dallas, TX",Atria Senior Living,None,3.2,None,Today
f2f670ee0e6fa1c2,"Dallas, TX",Atria Senior Living,None,3.2,None,Today
36540de7d78a716f,"Lewisville, TX 75067",Caliber Collision,None,3.2,None,Today
8eee074a5bab292c,"Addison, TX 75001",Methodist Hospital for Surgery,None,2.8,None,Today
e88c643d098557ca,"Carrollton, TX","National Carwash Solutions, Inc.",None,2.8,None,Today
ad91bee6adde273b,"Dallas, TX 75201|(Oak Lawn area)",Goldman Sachs,None,4.0,None,Today
815cacc2d04be070,"Garland, TX 75043",Little Caesars,"$35,000 - $50,000 a year",3.4,None,Today
0d55dbfc4b5174ef,"Arlington, TX 76018|(East area)","Kirkland's, Inc.",None,3.6,None,Today
38f1eb1bed4b12bc,"Irving, TX",Oracle,None,3.8,None,Today
92477cb90c3dc1cf,"Dallas, TX",BZO Wheel and Tire Distributor,$11 - $15 an hour,None,None,Today
62dd674ae46b121b,"Dallas, TX 75201",Parkland Health and Hospital System,None,3.9,None,Today
83bd6f2fa779ae3a,"Allen, TX 75013","Post Acute Medical, LLC",None,2.7,None,Today
5eda9d9075a41675,"Waxahachie, TX 75165",Dart Container,None,3.3,None,Today
8da3d0054bf2ae0c,"Bedford, TX 76021",Marcos Pizza,$12 - $18 an hour,3.6,None,Today
214d88c1c1b53752,"Dallas, TX 75201|(Oak Lawn area)",SoftwareONE,None,3.8,None,Today
9385c9e354709132,"Plano, TX 75024",The Legacy Senior Communities,None,None,None,Today
c213bfa5dc44c1da,"Dallas, TX 75224|(Southwest Dallas area)",SAS Retail Services,None,3.0,None,Today
83ddb91272cf20a1,"Mesquite, TX",Burkes Outlet,None,3.4,None,Today
7895c7b3caa1a689,"Dallas, TX 75201|(Oak Lawn area)",Goldman Sachs,None,4.0,None,Today
6e2c70a075223474,"Plano, TX 75024",Horizontal Talent,$65 - $75 an hour,2.6,Remote work available,Today
1e70aaf53f840838,"Plano, TX 75023",Toyota,None,4.0,None,Today
f9d076e992e98f45,"Carrollton, TX 75007",SWS Re-Distribution Company,None,None,None,Today
a2713f46fb0e47f3,"Garland, TX",Confidential,"$40,000 - $50,000 a year",None,None,Today
bf1bcba88d7430c2,"Southlake, TX 76092",Sequel Youth & Family Services,None,3.0,None,Today
2faa0807804978bb,"Dallas, TX",Castle & Cooke Mortgage,"$26,000 a year",3.6,None,Today
f450dd8f59512f4f,"Coppell, TX",Steadfast Companies,None,3.4,None,Today
de7070c7d42f0838,"Dallas, TX",PAE,None,3.5,None,Today
63f4abccf1a3b173,"Plano, TX 75075",Atria Senior Living,None,3.2,None,Today
03b56c003eb22589,"Dallas, TX",BZO Wheel and Tire Distributor,"$30,000 - $40,000 a year",None,None,Today
ede2b53194307361,"Richland Hills, TX 76118",Fastenal,None,3.3,None,Today
59f70b98fff8f129,"Grand Prairie, TX 75052",Burkes Outlet,None,3.4,None,Today
279d68ef59ba1817,"Lewisville, TX 75067",Palm Beach Tan Inc.,None,3.4,None,Today
f5e4b4d87045dc2e,"Arlington, TX 76010|(East area)",Latino Factor,None,3.0,None,Today
f5c59ba0c36792f4,"Plano, TX 75093",Carter's | OshKosh B'gosh Retail,None,3.7,None,Today
0f65b0188e4f0876,"Dallas, TX 75228|(Northeast Dallas area)",Dallas Independent School District,"$65,472 a year",3.7,None,Today
71fc74f6cbefc0bb,"Plano, TX 75023",Liberty Mutual Insurance,"$70,000 - $85,000 a year",3.6,None,Today
193904299d98145d,"Mesquite, TX",Conn's Home Plus,None,2.9,None,Today
19a4c7e64b0ff9d0,"Dallas, TX",Creative Circle,None,2.8,None,Today
1ac8b6ba0b116ac8,"DeSoto, TX 75115",Dunkin Donuts | Quality Brand Group,None,3.5,None,Today
f9f4de626abad2ca,"Dallas, TX 75251|(North Dallas area)",Sunstates Security,$14.50 an hour,3.3,None,Today
6a6047028a1486df,"Plano, TX 75023",Sunstates Security,$12 an hour,3.3,None,Today
e3c0dce98080b64f,"North Richland Hills, TX 76180",Atria Senior Living,None,3.2,None,Today
2630a9b548e1e44d,"Dallas, TX",Momentum Solar,None,3.8,None,Today
7d7ef12e79230cfb,"Dallas, TX",Fairfield Inn & Suites Dallas Downtown,None,3.6,None,Today
277bf393104e6060,"North Richland Hills, TX 76180",Santander Holdings USA Inc,None,3.6,None,Today
e427cebb98e85197,"Dallas, TX 75208|(Oak Cliff area)",Five Star Staffing,$10 - $13 an hour,3.5,None,Today
3eca967685fd7819,"Plano, TX 75075",Atria Senior Living,None,3.2,None,Today
2ebef461059f0871,"Dallas, TX 75219|(Oak Lawn area)",Tactical Unit and Investigations,None,None,None,Today
ddfd2fb6ba8c63f9,"Arlington, TX",Momentum Solar,"$80,000 - $120,000 a year",3.8,None,Today
92f7322429ec456e,"Dallas, TX 75235|(Oak Lawn area)",Five Star Staffing,$10 - $13 an hour,3.5,None,Today
e204052489e0ae6e,"Plano, TX 75023",Gaines Investment Trust,$15 - $19 an hour,3.6,None,Today
9c6278f1b07f7791,"Hurst, TX 76054",Tropical Smoothie Cafe - TX-046 (Hurst),None,None,None,Today
090a95b3b0a50b84,"Irving, TX","CareerStaff Unlimited - Irving, TX",None,None,Remote work available,Today
b318e339c2cf68a8,"Dallas, TX",The Liberty Group,None,3.9,None,Today
b310bdae8f49356f,"Rockwall, TX 75087",Mi-Jack Products,None,3.1,None,Today
090b1e00ac55db93,"Dallas, TX",Marley Spoon,None,3.1,None,Today
137eda903705ee4c,"Grand Prairie, TX 75050","Pegasus Residential, LLC",None,3.3,None,Today
3c0c7acb9c37a7e7,"Dallas, TX",Allegiance Staffing,$12 - $13 an hour,3.6,None,Today
927a06e32da07aa8,"Garland, TX 75042",Accurate Personnel,$11.50 an hour,3.2,None,Today
46db0121748bbaf0,"Dallas, TX 75224|(Southwest Dallas area)",ProLogistix,$15 an hour,3.6,None,Today
c0a45c596f75af2d,"Irving, TX 75063","ASK Staffing, Inc.",None,3.9,Remote work available,Today
d7a433dcf0e92ca5,"Dallas, TX 75215","General Parts, LLC",None,3.0,None,Today
a95386efb87499a4,"Irving, TX",Accurate Personnel,$10 - $12 an hour,3.2,None,Today
b98d9f6637fe1fca,"Arlington, TX",Talascend LLC,None,3.6,None,Today
65e9ef9b5b2581c0,"Dallas, TX 75221|(Five Mile Creek area)",SPECTRUM,None,3.4,None,Today
b9a518758974623a,"Plano, TX",PSG Global Solutions,$12 - $14 an hour,None,Remote work available,Today
