Actual_jobs,City,State
1,Boyceville,Wisconsin
0,Blanchardville,Wisconsin
0,Merrillan,Wisconsin
0,Milltown,Wisconsin
0,Random Lake,Wisconsin
0,Racine,Wisconsin
0,Prairie Farm,Wisconsin
5,Pleasant Prairie,Wisconsin
0,Arena,Wisconsin
0,Conrath,Wisconsin
0,Blue Mounds,Wisconsin
0,West Milwaukee,Wisconsin
0,Luck,Wisconsin
0,Cataract,Wisconsin
30,Florence,Wisconsin
1,Keshena,Wisconsin
0,Linden,Wisconsin
3,North Hudson,Wisconsin
1,Genoa City,Wisconsin
0,Withee,Wisconsin
0,Avoca,Wisconsin
0,Rosendale,Wisconsin
0,Egg Harbor,Wisconsin
1,Eden,Wisconsin
1,Lynxville,Wisconsin
0,Forest Junction,Wisconsin
0,Niagara,Wisconsin
9,Sayner,Wisconsin
2,Solon Springs,Wisconsin
38,Boulder Junction,Wisconsin
0,Brice Prairie,Wisconsin
1,Jump River,Wisconsin
0,Kellnersville,Wisconsin
0,Navarino,Wisconsin
1,Kewaskum,Wisconsin
2,Argyle,Wisconsin
0,Chaseburg,Wisconsin
1,Darlington,Wisconsin
1,Milwaukee,Wisconsin
1,Mount Horeb,Wisconsin
0,Hortonville,Wisconsin
0,Lake Mills,Wisconsin
0,Edmund,Wisconsin
0,Lowell,Wisconsin
0,Oxford,Wisconsin
6,St. Francis,Wisconsin
0,Elkhart Lake,Wisconsin
3,Star Prairie,Wisconsin
0,Genoa,Wisconsin
2,Friendship,Wisconsin
1,Medford,Wisconsin
0,Pardeeville,Wisconsin
0,Randolph,Wisconsin
0,Forestville,Wisconsin
0,Beaver Dam,Wisconsin
0,Kieler,Wisconsin
0,Elcho,Wisconsin
2,Belleville,Wisconsin
0,Post Lake,Wisconsin
0,Little Sturgeon,Wisconsin
35,Ellison Bay,Wisconsin
0,Mount Pleasant,Wisconsin
0,Hebron,Wisconsin
0,Arlington,Wisconsin
0,King,Wisconsin
1,Knapp,Wisconsin
201,Prescott,Wisconsin
0,Dane,Wisconsin
1,Buffalo City,Wisconsin
0,Delafield,Wisconsin
0,Millston,Wisconsin
12,Mountain,Wisconsin
0,Wilson,Wisconsin
0,Rochester,Wisconsin
0,Glenwood City,Wisconsin
0,Readstown,Wisconsin
0,Sherwood,Wisconsin
9,Waupaca,Wisconsin
2,Brooklyn,Wisconsin
2,Waubeka,Wisconsin
1,Green Lake,Wisconsin
0,Radisson,Wisconsin
0,Ogema,Wisconsin
0,Cazenovia,Wisconsin
0,Mount Calvary,Wisconsin
1,Mosinee,Wisconsin
0,Downsville,Wisconsin
0,Tunnel City,Wisconsin
0,Hazel Green,Wisconsin
2,Colby,Wisconsin
1,Ingram,Wisconsin
0,Newald,Wisconsin
0,Strum,Wisconsin
0,Lyndon Station,Wisconsin
1,Winneconne,Wisconsin
0,Baldwin,Wisconsin
2,Diamond Bluff,Wisconsin
0,Grand Marsh,Wisconsin
0,Pembine,Wisconsin
4,Union Grove,Wisconsin
2,Hales Corners,Wisconsin
0,Winchester,Wisconsin
1,Oostburg,Wisconsin
1,Ixonia,Wisconsin
2,Necedah,Wisconsin
0,Newburg,Wisconsin
0,Friesland,Wisconsin
0,Shorewood,Wisconsin
0,Dorchester,Wisconsin
1,Wheeler,Wisconsin
0,Park Falls,Wisconsin
0,Brillion,Wisconsin
1,Manawa,Wisconsin
2,Weyerhaeuser,Wisconsin
0,Steuben,Wisconsin
8,Crandon,Wisconsin
0,Haugen,Wisconsin
0,Pound,Wisconsin
0,Horicon,Wisconsin
5,Owen,Wisconsin
0,Belmont,Wisconsin
0,Rio,Wisconsin
57,Algoma,Wisconsin
0,Monroe,Wisconsin
0,Albany,Wisconsin
0,Eland,Wisconsin
3,Brule,Wisconsin
0,Viola,Wisconsin
0,Luxemburg,Wisconsin
0,Hollandale,Wisconsin
2,Blair,Wisconsin
0,Monticello,Wisconsin
0,Williams Bay,Wisconsin
0,Sheboygan,Wisconsin
0,Rudolph,Wisconsin
0,Rib Mountain,Wisconsin
1,St. Croix Falls,Wisconsin
4,Stevens Point,Wisconsin
0,Sparta,Wisconsin
0,Plainfield,Wisconsin
1,Fremont,Wisconsin
0,Tomah,Wisconsin
5,Waukesha,Wisconsin
2,Adams,Wisconsin
0,Dyckesville,Wisconsin
0,La Crosse,Wisconsin
0,Trempealeau,Wisconsin
2,Brookfield,Wisconsin
0,Suring,Wisconsin
3,Hilbert,Wisconsin
0,Viroqua,Wisconsin
8,Clinton,Wisconsin
0,Greenfield,Wisconsin
2,Middleton,Wisconsin
0,Ontario,Wisconsin
0,Muscoda,Wisconsin
0,Browns Lake,Wisconsin
3,Boyd,Wisconsin
0,Lebanon,Wisconsin
0,Platteville,Wisconsin
0,Cudahy,Wisconsin
0,Lime Ridge,Wisconsin
0,Chelsea,Wisconsin
0,Janesville,Wisconsin
0,Abrams,Wisconsin
0,French Island,Wisconsin
0,Lauderdale Lakes,Wisconsin
0,Mellen,Wisconsin
2,Hayward,Wisconsin
0,Dale,Wisconsin
1,Lena,Wisconsin
0,Colfax,Wisconsin
0,Northport,Wisconsin
0,North Freedom,Wisconsin
0,Fontana-on-Geneva Lake,Wisconsin
1,Hanover,Wisconsin
0,La Valle,Wisconsin
2,Watertown,Wisconsin
0,Summit,Wisconsin
0,Reserve,Wisconsin
0,Mount Sterling,Wisconsin
0,Whiting,Wisconsin
1,Lake Wazeecha,Wisconsin
9,Eagle River,Wisconsin
0,Mercer,Wisconsin
0,Oconto Falls,Wisconsin
0,Minocqua,Wisconsin
0,Marinette,Wisconsin
2,Amberg,Wisconsin
0,Ironton,Wisconsin
0,Aniwa,Wisconsin
2,Waterford,Wisconsin
1,Shell Lake,Wisconsin
0,Arpin,Wisconsin
1,Shullsburg,Wisconsin
0,Nichols,Wisconsin
0,Ephraim,Wisconsin
0,Juda,Wisconsin
0,Springbrook,Wisconsin
0,Ogdensburg,Wisconsin
4,Big Falls,Wisconsin
0,Grand View,Wisconsin
0,Stockbridge,Wisconsin
1,Collins,Wisconsin
0,Oshkosh,Wisconsin
0,Trego,Wisconsin
1,Hobart,Wisconsin
0,Loganville,Wisconsin
0,Ashland,Wisconsin
88,De Soto,Wisconsin
0,Sheboygan Falls,Wisconsin
0,Holmen,Wisconsin
1,Hudson,Wisconsin
0,Butler,Wisconsin
0,Pine River,Wisconsin
0,Wind Lake,Wisconsin
0,Westby,Wisconsin
0,Cornucopia,Wisconsin
2,Pepin,Wisconsin
2,Wiota,Wisconsin
0,Portage,Wisconsin
0,Lohrville,Wisconsin
0,Butte des Morts,Wisconsin
1,Fredonia,Wisconsin
0,Holcombe,Wisconsin
2,Eau Claire,Wisconsin
2,Butternut,Wisconsin
2,Superior,Wisconsin
0,Deer Park,Wisconsin
0,Gotham,Wisconsin
1,Chetek,Wisconsin
0,Merton,Wisconsin
0,Mineral Point,Wisconsin
0,Emerald,Wisconsin
0,Schofield,Wisconsin
0,Menasha,Wisconsin
0,Elmwood,Wisconsin
0,Arkansaw,Wisconsin
0,Summit Lake,Wisconsin
0,Fenwood,Wisconsin
0,Waupun,Wisconsin
0,Babcock,Wisconsin
0,Mequon,Wisconsin
1,Embarrass,Wisconsin
0,De Pere,Wisconsin
1,Waterloo,Wisconsin
0,Nelsonville,Wisconsin
0,Biron,Wisconsin
0,Kendall,Wisconsin
0,Markesan,Wisconsin
0,Pewaukee,Wisconsin
3,Sharon,Wisconsin
0,Bayfield,Wisconsin
0,Granton,Wisconsin
0,Evansville,Wisconsin
1,Townsend,Wisconsin
0,Hartland,Wisconsin
1,Neenah,Wisconsin
0,Walworth,Wisconsin
0,Lublin,Wisconsin
0,Jim Falls,Wisconsin
0,Francis Creek,Wisconsin
0,Woodford,Wisconsin
0,Roberts,Wisconsin
0,Clear Lake,Wisconsin
0,Cecil,Wisconsin
0,Lake Wissota,Wisconsin
0,Prairie du Chien,Wisconsin
0,Dallas,Wisconsin
0,Pulaski,Wisconsin
0,Powers Lake,Wisconsin
0,Alma Center,Wisconsin
0,Lac du Flambeau,Wisconsin
0,Little Round Lake,Wisconsin
1,Pigeon Falls,Wisconsin
2,Cedarburg,Wisconsin
0,Shawano,Wisconsin
0,Gilman,Wisconsin
0,Fall Creek,Wisconsin
0,Durand,Wisconsin
0,Chief Lake,Wisconsin
0,Dodge,Wisconsin
1,Marshfield,Wisconsin
3,Stoughton,Wisconsin
0,Gillett,Wisconsin
0,Wyocena,Wisconsin
0,Denmark,Wisconsin
0,Glendale,Wisconsin
0,Birchwood,Wisconsin
0,Waukau,Wisconsin
0,Oconomowoc,Wisconsin
28,Sister Bay,Wisconsin
0,Lake Nebagamon,Wisconsin
0,Melrose,Wisconsin
0,St. Nazianz,Wisconsin
0,Montfort,Wisconsin
0,Bristol,Wisconsin
0,Highland,Wisconsin
0,Lake Wisconsin,Wisconsin
0,Ellsworth,Wisconsin
0,Hawkins,Wisconsin
1,Richfield,Wisconsin
0,Orfordville,Wisconsin
0,Footville,Wisconsin
0,Plain,Wisconsin
0,Cashton,Wisconsin
1,Waunakee,Wisconsin
1,Mayville,Wisconsin
0,Combined Locks,Wisconsin
0,Bayside,Wisconsin
1,Neshkoro,Wisconsin
0,Unity,Wisconsin
0,Windsor,Wisconsin
21,Grafton,Wisconsin
0,Baraboo,Wisconsin
1,Ridgeway,Wisconsin
1,Onalaska,Wisconsin
0,Almena,Wisconsin
0,Odanah,Wisconsin
1,Slinger,Wisconsin
0,Fairwater,Wisconsin
0,Belgium,Wisconsin
5,Houlton,Wisconsin
0,Tennyson,Wisconsin
0,Ladysmith,Wisconsin
0,Cedar Grove,Wisconsin
0,Leopolis,Wisconsin
0,Woodville,Wisconsin
0,Cleveland,Wisconsin
0,Union Center,Wisconsin
0,Gibbsville,Wisconsin
2,Black Creek,Wisconsin
2,Twin Lakes,Wisconsin
0,South Wayne,Wisconsin
0,Mukwonago,Wisconsin
1,Thiensville,Wisconsin
0,Stratford,Wisconsin
0,Neosho,Wisconsin
0,Amherst Junction,Wisconsin
0,Kingston,Wisconsin
0,Weston,Wisconsin
0,Park Ridge,Wisconsin
0,Palmyra,Wisconsin
0,Dresser,Wisconsin
0,Humbird,Wisconsin
0,Kronenwetter,Wisconsin
2,Bonduel,Wisconsin
0,Whittlesey,Wisconsin
0,Polonia,Wisconsin
0,Lake Koshkonong,Wisconsin
23,Westfield,Wisconsin
67,Arbovale,West Virginia
181,Bruno,West Virginia
172,Summersville,West Virginia
227,Aurora,West Virginia
310,Oceana,West Virginia
1008,Pinch,West Virginia
64,Roderfield,West Virginia
142,Poca,West Virginia
295,Berwind,West Virginia
937,Philippi,West Virginia
185,Pineville,West Virginia
1174,Wellsburg,West Virginia
242,Maybeury,West Virginia
601,Farmington,West Virginia
1144,Middleway,West Virginia
510,Shannondale,West Virginia
3,Welch,West Virginia
847,Williamstown,West Virginia
583,Hamlin,West Virginia
9,North Hills,West Virginia
25,Follansbee,West Virginia
9,West Milford,West Virginia
533,Granville,West Virginia
45,Hillsboro,West Virginia
4,Elizabeth,West Virginia
105,Hambleton,West Virginia
594,Kenova,West Virginia
125,West Union,West Virginia
500,Triadelphia,West Virginia
122,Middlebourne,West Virginia
0,Fairmont,West Virginia
40,West Logan,West Virginia
459,Mason,West Virginia
29,Rhodell,West Virginia
10,Inwood,West Virginia
0,Smithfield,West Virginia
3,Salt Rock,West Virginia
1,Jane Lew,West Virginia
8,Rand,West Virginia
179,Chattaroy,West Virginia
57,Harrisville,West Virginia
0,Danville,West Virginia
0,Mannington,West Virginia
171,Princeton,West Virginia
1,Gilbert Creek,West Virginia
5,Tunnelton,West Virginia
48,Dailey,West Virginia
0,Enterprise,West Virginia
0,Red Jacket,West Virginia
15,Shrewsbury,West Virginia
651,Falling Waters,West Virginia
58,Pickens,West Virginia
183,Scarbro,West Virginia
6,Bluefield,West Virginia
0,Chesapeake,West Virginia
3,Belington,West Virginia
0,Beards Fork,West Virginia
79,Burnsville,West Virginia
0,Mabscott,West Virginia
1,Prince,West Virginia
0,Winfield,West Virginia
585,Peterstown,West Virginia
0,St. George,West Virginia
2,Apple Grove,West Virginia
2,Whitesville,West Virginia
14,Brandonville,West Virginia
192,Union,West Virginia
142,Moorefield,West Virginia
32,Tioga,West Virginia
2,Grant Town,West Virginia
2,Belle,West Virginia
6,Matewan,West Virginia
0,Bruceton Mills,West Virginia
1,Omar,West Virginia
5,Glenville,West Virginia
649,Wardensville,West Virginia
86,Spencer,West Virginia
2,Cross Lanes,West Virginia
2,Lubeck,West Virginia
499,Wiley Ford,West Virginia
5,Gassaway,West Virginia
2,Barrackville,West Virginia
3,Keyser,West Virginia
908,Brandywine,West Virginia
0,Womelsdorf,West Virginia
0,Verdunville,West Virginia
20,New Haven,West Virginia
0,Bolt,West Virginia
0,Wolf Summit,West Virginia
8,Bath,West Virginia
4,War,West Virginia
0,Helvetia,West Virginia
0,Hartford City,West Virginia
0,Mount Hope,West Virginia
8,Beech Bottom,West Virginia
4,Deep Water,West Virginia
1,Boomer,West Virginia
4,Burlington,West Virginia
2,Mullens,West Virginia
1,Gallipolis Ferry,West Virginia
0,Rowlesburg,West Virginia
1,Carpendale,West Virginia
0,Kingwood,West Virginia
5,Ellenboro,West Virginia
0,Sissonville,West Virginia
2,Franklin,West Virginia
0,Durbin,West Virginia
0,Switzer,West Virginia
0,Big Sandy,West Virginia
1,Athens,West Virginia
0,New Richmond,West Virginia
0,Handley,West Virginia
3,Glen Fork,West Virginia
7,Hinton,West Virginia
0,Albright,West Virginia
0,Carolina,West Virginia
86,Paden City,West Virginia
0,Iaeger,West Virginia
28,Springfield,West Virginia
0,Kopperston,West Virginia
3,Bartow,West Virginia
108,White Sulphur Springs,West Virginia
4,Man,West Virginia
5,Alderson,West Virginia
0,Hilltop,West Virginia
0,Comfort,West Virginia
1,Elk Garden,West Virginia
0,Wallace,West Virginia
4,Nettie,West Virginia
0,Twilight,West Virginia
1,Grantsville,West Virginia
0,Cairo,West Virginia
0,Bradley,West Virginia
0,Monaville,West Virginia
2,Blacksville,West Virginia
44,Ripley,West Virginia
1,Clendenin,West Virginia
0,Thurmond,West Virginia
0,Charleston,West Virginia
30,Bradshaw,West Virginia
1,Flemington,West Virginia
0,Holden,West Virginia
0,Gauley Bridge,West Virginia
0,Milton,West Virginia
3,Cowen,West Virginia
0,Vienna,West Virginia
0,Sophia,West Virginia
2,Capon Bridge,West Virginia
1,Prosperity,West Virginia
0,Martinsburg,West Virginia
0,Tornado,West Virginia
0,Hometown,West Virginia
0,Mount Gay-Shamrock,West Virginia
0,Madison,West Virginia
0,St. Albans,West Virginia
0,Shinnston,West Virginia
0,Fairview,West Virginia
0,Sand Fork,West Virginia
177,Kermit,West Virginia
0,Page,West Virginia
0,Mill Creek,West Virginia
1,Falling Spring,West Virginia
54,Bayard,West Virginia
0,Westover,West Virginia
0,Boaz,West Virginia
0,Masontown,West Virginia
0,Benwood,West Virginia
0,Washington,West Virginia
0,Beaver,West Virginia
0,Pax,West Virginia
55,New Martinsville,West Virginia
0,Stanaford,West Virginia
0,Jefferson,West Virginia
3,Rainelle,West Virginia
0,Kimberly,West Virginia
0,Helen,West Virginia
2,Justice,West Virginia
0,Moundsville,West Virginia
0,MacArthur,West Virginia
1,Fairlea,West Virginia
8,Clay,West Virginia
0,Beverly,West Virginia
0,Sutton,West Virginia
0,Dunbar,West Virginia
0,Reedsville,West Virginia
1,Vivian,West Virginia
1,Oakvale,West Virginia
2,Pullman,West Virginia
0,Lost Creek,West Virginia
0,Matheny,West Virginia
0,Raysal,West Virginia
0,Mallory,West Virginia
0,Salem,West Virginia
0,Flatwoods,West Virginia
2,Pea Ridge,West Virginia
0,Parsons,West Virginia
3,Glen Dale,West Virginia
0,Crumpler,West Virginia
1,Cameron,West Virginia
0,Gary,West Virginia
0,Lesage,West Virginia
0,Waverly,West Virginia
4,Reader,West Virginia
7,Marlinton,West Virginia
0,Bridgeport,West Virginia
0,Beckley,West Virginia
2,West Liberty,West Virginia
0,Huttonsville,West Virginia
1,Quinwood,West Virginia
0,Hico,West Virginia
0,Anawalt,West Virginia
0,Racine,West Virginia
0,Idamay,West Virginia
1,Cass,West Virginia
0,Barboursville,West Virginia
0,Rossmore,West Virginia
0,Shenandoah Junction,West Virginia
0,West Hamlin,West Virginia
8,Paw Paw,West Virginia
0,Valley Bend,West Virginia
6,Petersburg,West Virginia
1,Henderson,West Virginia
0,Piney View,West Virginia
2,Ranson,West Virginia
0,Green Bank,West Virginia
0,Auburn,West Virginia
0,Logan,West Virginia
0,Marmet,West Virginia
14,Chapmanville,West Virginia
0,Accoville,West Virginia
0,Green Spring,West Virginia
0,Matoaka,West Virginia
0,Eleanor,West Virginia
0,Powellton,West Virginia
0,Sylvester,West Virginia
2,Pine Grove,West Virginia
0,Belmont,West Virginia
0,Ronceverte,West Virginia
2,Hundred,West Virginia
1,Piedmont,West Virginia
0,Smithers,West Virginia
847,Newell,West Virginia
1,Mitchell Heights,West Virginia
0,Harman,West Virginia
0,Harts,West Virginia
0,Bartley,West Virginia
1,Pennsboro,West Virginia
0,Valley Grove,West Virginia
25,Chester,West Virginia
0,Coal Fork,West Virginia
0,Lewisburg,West Virginia
2,Thomas,West Virginia
0,Charles Town,West Virginia
0,Big Creek,West Virginia
4,Wayne,West Virginia
0,South Charleston,West Virginia
0,Anmoore,West Virginia
2,Brenton,West Virginia
0,Glen Ferris,West Virginia
3,Wheeling,West Virginia
41,Harpers Ferry,West Virginia
1,Bethlehem,West Virginia
0,Eccles,West Virginia
0,Bethany,West Virginia
0,Meadow Bridge,West Virginia
1,Lashmeet,West Virginia
0,Pleasant Valley,West Virginia
0,Glen White,West Virginia
0,Mount Carbon,West Virginia
0,Leon,West Virginia
0,Newburg,West Virginia
1,Bolivar,West Virginia
0,Morgantown,West Virginia
0,Henlawson,West Virginia
0,Century,West Virginia
0,Kistler,West Virginia
0,Northfork,West Virginia
0,Cucumber,West Virginia
5,Teays Valley,West Virginia
0,Corinne,West Virginia
0,Lester,West Virginia
0,Bancroft,West Virginia
1,Robinette,West Virginia
0,Clarksburg,West Virginia
2,Windsor Heights,West Virginia
0,Glasgow,West Virginia
0,Buckhannon,West Virginia
1,Clearview,West Virginia
0,Bramwell,West Virginia
0,Cedar Grove,West Virginia
0,Delbarton,West Virginia
0,Blennerhassett,West Virginia
0,Brookhaven,West Virginia
0,Chauncey,West Virginia
0,Junior,West Virginia
9,Parcoal,West Virginia
1,Bluewell,West Virginia
0,Whitmer,West Virginia
0,Lumberport,West Virginia
1,Rupert,West Virginia
0,Belva,West Virginia
0,Fayetteville,West Virginia
0,Buffalo,West Virginia
0,Glen Jean,West Virginia
0,Friendly,West Virginia
1,Crum,West Virginia
0,Monongah,West Virginia
0,Hepzibah,West Virginia
0,Birch River,West Virginia
0,Stonewood,West Virginia
0,Ghent,West Virginia
0,Cheat Lake,West Virginia
0,Hedgesville,West Virginia
1,Reedy,West Virginia
0,Oak Hill,West Virginia
0,Big Chimney,West Virginia
1,Lavalette,West Virginia
0,Elkview,West Virginia
0,Charlton Heights,West Virginia
0,Shady Spring,West Virginia
0,Point Pleasant,West Virginia
0,Worthington,West Virginia
0,Itmann,West Virginia
2,Ravenswood,West Virginia
0,Dixie,West Virginia
25,Fort Gay,West Virginia
0,Mineralwells,West Virginia
0,Huntington,West Virginia
0,Culloden,West Virginia
0,Frank,West Virginia
0,Despard,West Virginia
0,Davis,West Virginia
0,Covel,West Virginia
0,East Bank,West Virginia
0,Nitro,West Virginia
1,Weirton,West Virginia
0,Camden-on-Gauley,West Virginia
0,Terra Alta,West Virginia
0,Huntersville,West Virginia
1,Williamson,West Virginia
0,Stollings,West Virginia
0,Pratt,West Virginia
0,Parkersburg,West Virginia
0,Montgomery,West Virginia
0,Pentress,West Virginia
0,Spelter,West Virginia
0,Ceredo,West Virginia
0,Cassville,West Virginia
0,Littleton,West Virginia
0,Crab Orchard,West Virginia
0,Prichard,West Virginia
0,Pageton,West Virginia
0,Amherstdale,West Virginia
1,New Cumberland,West Virginia
2,Ansted,West Virginia
0,Shepherdstown,West Virginia
1,Craigsville,West Virginia
0,Bowden,West Virginia
0,Alum Creek,West Virginia
0,Chelyan,West Virginia
2,Richwood,West Virginia
0,Gilbert,West Virginia
1,Daniels,West Virginia
0,Hooverson Heights,West Virginia
0,Bergoo,West Virginia
0,Kimball,West Virginia
0,Rachel,West Virginia
0,Ridgeley,West Virginia
0,Hendricks,West Virginia
2,Elkins,West Virginia
0,Nutter Fort,West Virginia
0,Grafton,West Virginia
0,Kincaid,West Virginia
0,Fort Ashby,West Virginia
2,Star City,West Virginia
0,Gypsy,West Virginia
0,Galloway,West Virginia
0,Montcalm,West Virginia
0,Hurricane,West Virginia
0,Keystone,West Virginia
0,Valley Head,West Virginia
0,White Hall,West Virginia
0,Great Cacapon,West Virginia
1,McMechen,West Virginia
0,St. Marys,West Virginia
1,Van,West Virginia
0,Coal City,West Virginia
0,Sarah Ann,West Virginia
0,Bud,West Virginia
0,Falls View,West Virginia
0,Addison,West Virginia
0,Romney,West Virginia
0,Weston,West Virginia
1,Sistersville,West Virginia
1,Jacksonburg,West Virginia
0,Fenwick,West Virginia
0,Rivesville,West Virginia
0,Davy,West Virginia
0,Montrose,West Virginia
1,Brush Fork,West Virginia
96,Paauilo,Hawaii
314,Haena,Hawaii
250,Ualapue,Hawaii
1045,Waikane,Hawaii
350,Kapalua,Hawaii
348,Nanakuli,Hawaii
309,Puhi,Hawaii
7,Ewa Gentry,Hawaii
2,Keaau,Hawaii
205,Puako,Hawaii
0,Hauula,Hawaii
26,Omao,Hawaii
2,Makakilo,Hawaii
2,Schofield Barracks,Hawaii
0,Ewa Villages,Hawaii
0,Kaaawa,Hawaii
0,Heeia,Hawaii
3,Waipahu,Hawaii
143,Kahului,Hawaii
1,Kahuku,Hawaii
1,Pearl City,Hawaii
0,Ahuimanu,Hawaii
3,Kalaheo,Hawaii
14,Maunaloa,Hawaii
169,Captain Cook,Hawaii
22,Kapaau,Hawaii
3,Haiku-Pauwela,Hawaii
0,Hawi,Hawaii
0,Mililani Town,Hawaii
6,Wainiha,Hawaii
7,Papaikou,Hawaii
0,Kawela Bay,Hawaii
0,Honomu,Hawaii
2,Kahaluu,Hawaii
0,Halawa,Hawaii
55,Pahala,Hawaii
0,Lahaina,Hawaii
0,Hanalei,Hawaii
2,Honokaa,Hawaii
0,Volcano,Hawaii
0,Pupukea,Hawaii
1,Laie,Hawaii
1,Hilo,Hawaii
2,Hawaiian Beaches,Hawaii
0,Kaunakakai,Hawaii
0,Waimea,Hawaii
0,Punaluu,Hawaii
1,Makaha Valley,Hawaii
2,Kurtistown,Hawaii
0,Wailua,Hawaii
0,Kapaa,Hawaii
1,Kaneohe Station,Hawaii
0,Pakala Village,Hawaii
0,Honolulu,Hawaii
36,Wailea,Hawaii
0,Haleiwa,Hawaii
0,Fern Forest,Hawaii
0,Kahaluu-Keauhou,Hawaii
1,Waimalu,Hawaii
0,Paia,Hawaii
0,Princeville,Hawaii
16,Waiohinu,Hawaii
0,Kukuihaele,Hawaii
0,Kapolei,Hawaii
0,Eleele,Hawaii
0,Paukaa,Hawaii
0,Kalaeloa,Hawaii
0,Whitmore Village,Hawaii
2,Ewa Beach,Hawaii
0,Pahoa,Hawaii
0,Lihue,Hawaii
0,Wheeler AFB,Hawaii
0,Waianae,Hawaii
0,Fern Acres,Hawaii
0,Kaanapali,Hawaii
0,Haliimaile,Hawaii
0,Eden Roc,Hawaii
0,Honalo,Hawaii
1,Maalaea,Hawaii
0,Waikele,Hawaii
1,Aiea,Hawaii
0,Keokea,Hawaii
0,Nanawale Estates,Hawaii
0,Koloa,Hawaii
7,Hawaiian Ocean View,Hawaii
0,Waikapu,Hawaii
0,Waimanalo,Hawaii
0,Honaunau-Napoopoo,Hawaii
5,East Honolulu,Hawaii
0,Hanapepe,Hawaii
35,Hana,Hawaii
0,Hawaiian Paradise Park,Hawaii
6,Naalehu,Hawaii
0,Waipio,Hawaii
1,Kekaha,Hawaii
0,Kualapuu,Hawaii
1,Kihei,Hawaii
0,Mountain View,Hawaii
0,Kaumakani,Hawaii
0,Olowalu,Hawaii
0,Wailua Homesteads,Hawaii
0,Makawao,Hawaii
0,Pukalani,Hawaii
0,Orchidlands Estates,Hawaii
0,Kula,Hawaii
0,Royal Kunia,Hawaii
0,Makaha,Hawaii
0,Mokuleia,Hawaii
0,Makena,Hawaii
0,Waihee-Waiehu,Hawaii
0,Ocean Pointe,Hawaii
0,Waimanalo Beach,Hawaii
0,Holualoa,Hawaii
0,Kalaoa,Hawaii
0,Kealakekua,Hawaii
0,Kalihiwai,Hawaii
0,Pepeekeo,Hawaii
3,Kailua,Hawaii
0,Kaneohe,Hawaii
0,Napili-Honokowai,Hawaii
0,Wainaku,Hawaii
0,Hickam Housing,Hawaii
0,Hawaiian Acres,Hawaii
0,Laupahoehoe,Hawaii
6,Wailuku,Hawaii
0,Waialua,Hawaii
0,Leilani Estates,Hawaii
0,Halaula,Hawaii
0,Poipu,Hawaii
0,Lawai,Hawaii
0,Maili,Hawaii
0,Anahola,Hawaii
1,Waipio Acres,Hawaii
0,Iroquois Point,Hawaii
0,Wahiawa,Hawaii
0,Ainaloa,Hawaii
0,Lanai City,Hawaii
0,Maunawili,Hawaii
0,Kilauea,Hawaii
0,Hanamaulu,Hawaii
0,Waikoloa Village,Hawaii
1113,North Key Largo,Florida
613,Trenton,Florida
1239,Wilton Manors,Florida
1007,Chumuckla,Florida
1178,Sanford,Florida
946,Micanopy,Florida
389,Tamarac,Florida
1201,Asbury Lake,Florida
332,Wausau,Florida
1108,Mary Esther,Florida
1105,Timber Pines,Florida
